年月日,時間,気圧（現地）,気圧（海面）,降水量,気温,露点湿度,蒸気圧,湿度,風速,風向,日照時間,全天日射量,降雪,積雪
2020-12-04,20,1022.3,1025.3,0,9.2,1.4,6.7,58.0,1.9,0,0,0,0,0
2020-12-04,21,1022.3,1025.3,0,8.1,0.8,6.5,60.0,1.3,0,0,0,0,0
2020-12-04,22,1022.6,1025.6,0,9.1,0.3,6.2,54.0,2.3,0,0,0,0,0
2020-12-04,23,1022.2,1025.2,0,7.6,-1.9,5.3,51.0,3.0,0,0,0,0,0
2020-12-04,24,1022.3,1025.3,0,6.9,-1.5,5.5,55.0,1.4,0,0,0,0,0
2020-12-05,1,1022.4,1025.4,0,7.4,-2.1,5.3,51.0,2.2,0,0,0,0,0
2020-12-05,2,1022.1,1025.1,0,6.9,-1.0,5.7,57.0,1.6,0,0,0,0,0
2020-12-05,3,1021.7,1024.7,0,7.0,-1.7,5.4,54.0,2.4,0,0,0,0,0
2020-12-05,4,1021.7,1024.7,0,7.2,-1.5,5.5,54.0,1.3,0,0,0,0,0
2020-12-05,5,1022.0,1025.0,0.0,6.9,-0.3,6.0,60.0,3.1,0,0,0,0,0
2020-12-05,6,1022.4,1025.4,0.0,5.5,2.0,7.0,78.0,3.2,0,0,0,0,0
2020-12-05,7,1022.9,1025.9,1.0,4.7,2.7,7.4,87.0,3.2,0,0.0,0.0,0,0
2020-12-05,8,1023.2,1026.2,0.0,4.8,3.5,7.8,91.0,2.0,0,0.0,0.06,0,0
2020-12-05,9,1023.0,1026.0,0.5,5.4,3.6,7.9,88.0,1.8,0,0.0,0.18,0,0
2020-12-05,10,1022.7,1025.7,0.0,6.0,4.3,8.3,89.0,3.3,0,0.0,0.24,0,0
2020-12-05,11,1021.9,1024.9,0.5,6.2,5.8,9.2,97.0,2.6,0,0.0,0.28,0,0
2020-12-05,12,1021.1,1024.1,1.0,6.4,6.1,9.4,98.0,2.4,0,0.0,0.28,0,0
2020-12-05,13,1020.4,1023.4,0.0,7.1,6.7,9.8,97.0,2.5,0,0.0,0.42,0,0
2020-12-05,14,1020.2,1023.2,0.5,6.8,6.4,9.6,97.0,2.7,0,0.0,0.28,0,0
2020-12-05,15,1020.3,1023.3,0.0,7.1,6.7,9.8,97.0,1.5,0,0.0,0.18,0,0
2020-12-05,16,1020.5,1023.5,0,7.1,6.7,9.8,97.0,1.2,0,0.0,0.11,0,0
2020-12-05,17,1020.9,1023.9,0,7.1,6.7,9.8,97.0,1.4,0,0.0,0.01,0,0
2020-12-05,18,1021.4,1024.4,0,7.2,6.6,9.8,96.0,2.2,0,0,0,0,0
2020-12-05,19,1022.0,1025.0,0,7.2,6.8,9.9,97.0,2.6,0,0,0,0,0
2020-12-05,20,1021.9,1024.9,0,7.1,6.4,9.6,95.0,1.3,0,0,0,0,0
2020-12-05,21,1022.1,1025.1,0,7.7,6.7,9.8,93.0,2.4,0,0,0,0,0
2020-12-05,22,1021.9,1024.9,0,7.3,6.6,9.7,95.0,1.8,0,0,0,0,0
2020-12-05,23,1021.6,1024.6,0,7.2,6.2,9.4,93.0,1.8,0,0,0,0,0
2020-12-05,24,1021.2,1024.2,0,5.8,4.9,8.7,94.0,1.1,0,0,0,0,0
2020-12-06,1,1021.6,1024.6,0,5.4,4.7,8.5,95.0,1.7,0,0,0,0,0
2020-12-06,2,1021.9,1024.9,0,5.6,5.0,8.7,96.0,1.3,0,0,0,0,0
2020-12-06,3,1021.6,1024.6,0,5.4,5.0,8.7,97.0,1.9,0,0,0,0,0
2020-12-06,4,1021.2,1024.2,0,5.6,4.6,8.5,93.0,1.2,0,0,0,0,0
2020-12-06,5,1021.5,1024.5,0,5.5,4.3,8.3,92.0,1.8,0,0,0,0,0
2020-12-06,6,1022.0,1025.0,0,4.8,3.9,8.1,94.0,1.9,0,0,0,0,0
2020-12-06,7,1022.5,1025.5,0,4.7,3.7,7.9,93.0,2.2,0,0.0,0.02,0,0
2020-12-06,8,1022.6,1025.6,0,6.0,3.0,7.6,81.0,1.9,0,0.7,0.37,0,0
2020-12-06,9,1023.0,1026.0,0,7.9,3.8,8.0,75.0,2.6,0,1.0,1.0,0,0
2020-12-06,10,1022.6,1025.6,0,9.2,4.4,8.4,72.0,1.9,0,0.3,1.02,0,0
2020-12-06,11,1022.0,1025.0,0,10.0,4.0,8.1,66.0,1.9,0,0.1,1.07,0,0
2020-12-06,12,1020.9,1023.9,0,11.2,4.2,8.2,62.0,1.2,0,0.1,1.17,0,0
2020-12-06,13,1020.1,1023.0,0,12.7,4.9,8.7,59.0,1.0,0,0.8,1.75,0,0
2020-12-06,14,1019.8,1022.7,0,12.7,4.4,8.4,57.0,1.7,0,0.9,1.33,0,0
2020-12-06,15,1019.8,1022.7,0,12.1,5.3,8.9,63.0,1.8,0,0.8,0.81,0,0
2020-12-06,16,1020.0,1023.0,0,10.5,4.7,8.5,67.0,1.3,0,1.0,0.41,0,0
2020-12-06,17,1020.3,1023.3,0,9.1,4.3,8.3,72.0,1.1,0,0.1,0.03,0,0
2020-12-06,18,1020.7,1023.7,0,9.6,4.0,8.1,68.0,1.7,0,0,0,0,0
2020-12-06,19,1020.9,1023.9,0,8.4,4.6,8.5,77.0,1.4,0,0,0,0,0
2020-12-06,20,1020.7,1023.7,0,8.9,5.1,8.8,77.0,1.5,0,0,0,0,0
2020-12-06,21,1020.3,1023.3,0,8.2,5.7,9.1,84.0,0.7,0,0,0,0,0
2020-12-06,22,1020.3,1023.3,0,7.6,5.9,9.3,89.0,1.0,0,0,0,0,0
2020-12-06,23,1020.1,1023.1,0,7.4,6.2,9.5,92.0,0.8,0,0,0,0,0
2020-12-06,24,1019.7,1022.7,0,7.3,5.3,8.9,87.0,2.2,0,0,0,0,0
2020-12-07,1,1019.8,1022.8,0,7.0,5.0,8.7,87.0,2.4,0,0,0,0,0
2020-12-07,2,1019.4,1022.4,0,6.6,4.8,8.6,88.0,1.2,0,0,0,0,0
2020-12-07,3,1019.1,1022.1,0,5.5,4.3,8.3,92.0,1.1,0,0,0,0,0
2020-12-07,4,1018.9,1021.9,0,5.9,3.4,7.8,84.0,2.2,0,0,0,0,0
2020-12-07,5,1018.9,1021.9,0,5.4,2.6,7.4,82.0,2.9,0,0,0,0,0
2020-12-07,6,1019.2,1022.2,0,5.3,2.3,7.2,81.0,2.5,0,0,0,0,0
2020-12-07,7,1019.3,1022.3,0,5.3,2.8,7.5,84.0,1.0,0,0.0,0.02,0,0
2020-12-07,8,1019.4,1022.4,0,6.3,4.3,8.3,87.0,1.0,0,0.7,0.34,0,0
2020-12-07,9,1019.4,1022.4,0,9.0,4.4,8.4,73.0,1.9,0,1.0,0.95,0,0
2020-12-07,10,1019.0,1022.0,0,11.0,4.7,8.5,65.0,0.7,0,1.0,1.46,0,0
2020-12-07,11,1017.5,1020.4,0,13.4,6.1,9.4,61.0,0.4,0,1.0,1.8,0,0
2020-12-07,12,1016.3,1019.2,0,15.3,4.7,8.5,49.0,1.6,0,1.0,1.93,0,0
2020-12-07,13,1015.5,1018.4,0,15.4,2.6,7.3,42.0,0.7,0,1.0,1.83,0,0
2020-12-07,14,1014.8,1017.7,0,15.7,2.8,7.5,42.0,0.6,0,1.0,1.51,0,0
2020-12-07,15,1015.0,1017.9,0,14.7,6.3,9.5,57.0,2.4,0,1.0,0.97,0,0
2020-12-07,16,1014.8,1017.7,0,12.8,5.0,8.7,59.0,2.2,0,1.0,0.38,0,0
2020-12-07,17,1015.0,1017.9,0,10.4,3.7,7.9,63.0,0.7,0,0.1,0.03,0,0
2020-12-07,18,1015.0,1018.0,0,10.2,3.3,7.7,62.0,0.5,0,0,0,0,0
2020-12-07,19,1015.2,1018.1,0,10.6,4.3,8.3,65.0,1.0,0,0,0,0,0
2020-12-07,20,1015.0,1017.9,0,10.8,5.2,8.8,68.0,1.4,0,0,0,0,0
2020-12-07,21,1015.0,1018.0,0,10.2,5.2,8.8,71.0,1.2,0,0,0,0,0
2020-12-07,22,1014.7,1017.7,0,9.7,5.7,9.1,76.0,2.0,0,0,0,0,0
2020-12-07,23,1013.7,1016.7,0,8.7,5.6,9.1,81.0,1.1,0,0,0,0,0
2020-12-07,24,1013.6,1016.6,0,8.3,5.4,9.0,82.0,1.6,0,0,0,0,0
2020-12-08,1,1012.8,1015.8,0,7.9,5.0,8.7,82.0,1.2,0,0,0,0,0
2020-12-08,2,1012.8,1015.8,0,7.9,4.7,8.5,80.0,1.6,0,0,0,0,0
2020-12-08,3,1012.5,1015.5,0,8.0,5.0,8.7,81.0,1.6,0,0,0,0,0
2020-12-08,4,1012.4,1015.4,0,7.2,5.0,8.7,86.0,2.2,0,0,0,0,0
2020-12-08,5,1012.5,1015.5,0,6.5,4.7,8.5,88.0,1.3,0,0,0,0,0
2020-12-08,6,1012.6,1015.6,0,6.4,4.6,8.5,88.0,1.8,0,0,0,0,0
2020-12-08,7,1013.3,1016.3,0,6.5,4.3,8.3,86.0,1.5,0,0.0,0.01,0,0
2020-12-08,8,1013.9,1016.9,0,9.4,5.2,8.8,75.0,1.0,0,0.7,0.34,0,0
2020-12-08,9,1014.5,1017.4,0,11.4,4.9,8.6,64.0,2.1,0,1.0,0.95,0,0
2020-12-08,10,1014.3,1017.2,0,13.5,4.7,8.5,55.0,2.0,0,1.0,1.44,0,0
2020-12-08,11,1014.1,1017.0,0,14.2,4.2,8.3,51.0,2.1,0,1.0,1.77,0,0
2020-12-08,12,1012.8,1015.7,0,15.4,3.5,7.9,45.0,2.5,0,1.0,1.89,0,0
2020-12-08,13,1012.7,1015.6,0,16.8,4.2,8.2,43.0,2.0,0,1.0,1.76,0,0
2020-12-08,14,1012.9,1015.8,0,16.2,3.0,7.6,41.0,1.7,0,1.0,1.44,0,0
2020-12-08,15,1013.4,1016.3,0,15.5,2.3,7.2,41.0,0.8,0,0.0,0.33,0,0
2020-12-08,16,1013.6,1016.5,0,14.4,5.8,9.2,56.0,2.6,0,0.0,0.09,0,0
2020-12-08,17,1014.4,1017.3,0,14.2,6.3,9.6,59.0,2.7,0,0.0,0.01,0,0
2020-12-08,18,1016.4,1019.3,0.0,13.0,5.4,9.0,60.0,1.7,0,0,0,0,0
2020-12-08,19,1016.2,1019.1,0,12.8,5.5,9.0,61.0,2.3,0,0,0,0,0
2020-12-08,20,1016.5,1019.4,0,12.2,6.5,9.7,68.0,4.1,0,0,0,0,0
2020-12-08,21,1017.1,1020.0,0,11.9,6.4,9.6,69.0,2.0,0,0,0,0,0
2020-12-08,22,1017.3,1020.2,0,11.4,6.3,9.6,71.0,2.3,0,0,0,0,0
2020-12-08,23,1017.6,1020.6,0,10.7,3.5,7.8,61.0,3.0,0,0,0,0,0
2020-12-08,24,1017.8,1020.8,0,10.2,3.0,7.6,61.0,1.7,0,0,0,0,0
2020-12-09,1,1017.8,1020.8,0,9.7,2.8,7.5,62.0,3.3,0,0,0,0,0
2020-12-09,2,1018.0,1021.0,0,9.4,2.5,7.3,62.0,3.5,0,0,0,0,0
2020-12-09,3,1018.3,1021.3,0.0,9.4,1.8,7.0,59.0,3.7,0,0,0,0,0
2020-12-09,4,1018.2,1021.2,0,9.1,2.2,7.2,62.0,2.6,0,0,0,0,0
2020-12-09,5,1019.4,1022.4,0,9.0,1.9,7.0,61.0,2.1,0,0,0,0,0
2020-12-09,6,1019.8,1022.8,0,9.3,0.7,6.4,55.0,1.6,0,0,0,0,0
2020-12-09,7,1020.9,1023.9,0,9.1,1.8,6.9,60.0,1.9,0,0.0,0.0,0,0
2020-12-09,8,1021.4,1024.4,0,9.6,2.5,7.3,61.0,2.3,0,0.0,0.12,0,0
2020-12-09,9,1021.7,1024.7,0,10.0,2.6,7.4,60.0,2.1,0,0.0,0.3,0,0
2020-12-09,10,1021.5,1024.5,0,10.5,2.6,7.4,58.0,3.0,0,0.0,0.46,0,0
2020-12-09,11,1021.4,1024.4,0,10.3,2.4,7.3,58.0,2.5,0,0.0,0.51,0,0
2020-12-09,12,1020.2,1023.2,0,10.4,1.8,6.9,55.0,1.6,0,0.0,0.5,0,0
2020-12-09,13,1019.6,1022.6,0,11.2,2.8,7.4,56.0,2.1,0,0.0,0.7,0,0
2020-12-09,14,1019.3,1022.3,0,11.3,3.6,7.9,59.0,2.5,0,0.2,0.87,0,0
2020-12-09,15,1019.6,1022.6,0,11.0,3.1,7.6,58.0,2.3,0,0.0,0.43,0,0
2020-12-09,16,1019.8,1022.8,0,10.5,3.8,8.0,63.0,1.9,0,0.5,0.3,0,0
2020-12-09,17,1020.3,1023.3,0,10.0,3.1,7.6,62.0,2.9,0,0.0,0.02,0,0
2020-12-09,18,1020.6,1023.6,0,8.5,3.2,7.7,69.0,2.0,0,0,0,0,0
2020-12-09,19,1020.9,1023.9,0,9.3,3.3,7.7,66.0,2.2,0,0,0,0,0
2020-12-09,20,1021.3,1024.3,0,8.2,3.5,7.8,72.0,1.4,0,0,0,0,0
2020-12-09,21,1021.3,1024.3,0,9.4,2.9,7.5,64.0,2.0,0,0,0,0,0
2020-12-09,22,1021.3,1024.3,0,9.6,2.7,7.4,62.0,1.2,0,0,0,0,0
2020-12-09,23,1021.0,1024.0,0,9.6,2.7,7.4,62.0,2.2,0,0,0,0,0
2020-12-09,24,1020.3,1023.3,0,9.6,1.3,6.7,56.0,2.1,0,0,0,0,0
2020-12-10,1,1019.9,1022.9,0.0,9.2,2.3,7.2,62.0,2.7,0,0,0,0,0
2020-12-10,2,1019.7,1022.7,0,8.6,2.8,7.5,67.0,2.3,0,0,0,0,0
2020-12-10,3,1019.8,1022.8,0.0,8.4,2.0,7.1,64.0,2.4,0,0,0,0,0
2020-12-10,4,1019.4,1022.4,0.0,7.9,2.4,7.2,68.0,3.0,0,0,0,0,0
2020-12-10,5,1019.1,1022.1,0.0,7.4,2.3,7.2,70.0,3.0,0,0,0,0,0
2020-12-10,6,1019.1,1022.1,0.0,7.3,2.6,7.4,72.0,2.9,0,0,0,0,0
2020-12-10,7,1019.0,1022.0,0.0,7.5,2.2,7.2,69.0,3.6,0,0.0,0.0,0,0
2020-12-10,8,1019.1,1022.1,0.0,7.8,2.3,7.2,68.0,3.4,0,0.0,0.05,0,0
2020-12-10,9,1018.9,1021.9,0.0,7.5,3.9,8.1,78.0,2.2,0,0.0,0.2,0,0
2020-12-10,10,1017.7,1020.7,0,9.0,2.8,7.5,65.0,2.3,0,0.0,0.69,0,0
2020-12-10,11,1016.2,1019.2,0,10.6,3.4,7.8,61.0,3.6,0,0.2,1.04,0,0
2020-12-10,12,1015.0,1017.9,0,10.6,2.9,7.5,59.0,1.9,0,0.0,0.81,0,0
2020-12-10,13,1013.4,1016.3,0,11.1,3.6,7.9,60.0,2.0,0,0.0,0.88,0,0
2020-12-10,14,1012.2,1015.1,0,12.1,5.1,8.8,62.0,2.6,0,0.1,0.94,0,0
2020-12-10,15,1012.4,1015.3,0,11.7,4.9,8.7,63.0,2.3,0,0.0,0.47,0,0
2020-12-10,16,1012.7,1015.6,0,11.8,5.7,9.1,66.0,1.7,0,0.1,0.23,0,0
2020-12-10,17,1012.8,1015.7,0,11.2,5.5,9.0,68.0,1.8,0,0.0,0.02,0,0
2020-12-10,18,1013.4,1016.3,0,10.4,6.0,9.3,74.0,1.6,0,0,0,0,0
2020-12-10,19,1013.9,1016.9,0,9.1,6.4,9.6,83.0,1.0,0,0,0,0,0
2020-12-10,20,1014.4,1017.4,0,8.4,6.9,9.9,90.0,2.2,0,0,0,0,0
2020-12-10,21,1014.4,1017.4,0,8.2,7.3,10.2,94.0,0.9,0,0,0,0,0
2020-12-10,22,1014.4,1017.4,0,8.8,7.7,10.5,93.0,0.5,0,0,0,0,0
2020-12-10,23,1014.5,1017.5,0,10.0,7.6,10.4,85.0,2.3,0,0,0,0,0
2020-12-10,24,1014.0,1017.0,0,8.4,6.7,9.8,89.0,2.6,0,0,0,0,0
2020-12-11,1,1014.1,1017.1,0,7.8,5.3,8.9,84.0,2.3,0,0,0,0,0
2020-12-11,2,1014.6,1017.6,0,7.3,5.1,8.8,86.0,2.3,0,0,0,0,0
2020-12-11,3,1014.5,1017.5,0,6.6,4.8,8.6,88.0,1.9,0,0,0,0,0
2020-12-11,4,1014.6,1017.6,0,6.5,4.8,8.6,89.0,1.9,0,0,0,0,0
2020-12-11,5,1014.5,1017.5,0,6.2,4.4,8.3,88.0,1.4,0,0,0,0,0
2020-12-11,6,1014.9,1017.9,0,5.6,4.6,8.5,93.0,0.4,0,0,0,0,0
2020-12-11,7,1015.5,1018.5,0,5.9,4.7,8.5,92.0,1.6,0,0.0,0.01,0,0
2020-12-11,8,1015.8,1018.8,0,7.6,5.6,9.1,87.0,1.0,0,0.7,0.3,0,0
2020-12-11,9,1016.0,1019.0,0,9.7,5.7,9.1,76.0,1.3,0,1.0,0.75,0,0
2020-12-11,10,1015.5,1018.4,0,11.6,5.5,9.0,66.0,1.6,0,1.0,1.4,0,0
2020-12-11,11,1014.5,1017.4,0,11.6,5.9,9.3,68.0,1.5,0,0.4,1.04,0,0
2020-12-11,12,1013.2,1016.1,0,12.7,6.5,9.7,66.0,1.6,0,0.0,0.96,0,0
2020-12-11,13,1012.5,1015.4,0,13.2,5.1,8.8,58.0,1.6,0,0.6,1.43,0,0
2020-12-11,14,1011.8,1014.7,0,13.7,5.4,8.9,57.0,1.2,0,0.4,1.01,0,0
2020-12-11,15,1012.3,1015.2,0,13.2,6.1,9.4,62.0,1.5,0,0.2,0.52,0,0
2020-12-11,16,1012.2,1015.1,0,13.3,6.9,9.9,65.0,2.2,0,0.0,0.25,0,0
2020-12-11,17,1012.4,1015.3,0,12.3,7.4,10.3,72.0,1.4,0,0.0,0.02,0,0
2020-12-11,18,1012.8,1015.7,0,12.2,7.5,10.4,73.0,1.6,0,0,0,0,0
2020-12-11,19,1013.0,1015.9,0,12.0,7.3,10.2,73.0,1.2,0,0,0,0,0
2020-12-11,20,1013.1,1016.0,0,11.8,7.1,10.1,73.0,2.3,0,0,0,0,0
